x0,y0,x1,y1
0.375000,0.390625,0.500000,0.406250
0.242188,0.421875,0.250000,0.437500
0.031250,0.429688,0.062500,0.437500
0.296875,0.453125,0.312500,0.468750
0.246094,0.468750,0.250000,0.484375
0.218750,0.460938,0.234375,0.468750
0.000000,0.445312,0.031250,0.453125
0.248047,0.625000,0.250000,0.750000
0.257812,0.441406,0.265625,0.445312
0.281250,0.421875,0.312500,0.437500
0.248047,0.562500,0.250000,0.625000
0.070312,0.468750,0.078125,0.500000
0.265625,0.500000,0.273438,0.750000
0.312500,0.656250,0.375000,0.687500
0.273438,0.492188,0.281250,0.500000
0.123047,0.453125,0.125000,0.460938
0.101562,0.500000,0.109375,1.000000
0.085938,0.468750,0.093750,0.500000
0.117188,0.625000,0.125000,0.750000
0.109375,0.468750,0.117188,0.500000
0.093750,0.453125,0.109375,0.468750
0.062500,0.437500,0.093750,0.453125
0.093750,0.500000,0.101562,1.000000
0.093750,0.468750,0.101562,0.500000
0.078125,0.453125,0.093750,0.468750
0.070312,0.500000,0.078125,1.000000
0.078125,0.500000,0.085938,1.000000
0.078125,0.468750,0.085938,0.500000
0.062500,0.453125,0.078125,0.468750
0.062500,0.500000,0.070312,1.000000
0.062500,0.468750,0.070312,0.500000
0.656250,0.875000,0.687500,1.000000
0.125000,0.750000,0.187500,1.000000
0.125000,0.468750,0.187500,0.500000
0.117188,0.750000,0.125000,1.000000
0.187500,0.750000,0.218750,1.000000
0.187500,0.468750,0.218750,0.500000
0.257812,0.414062,0.265625,0.421875
0.234375,0.562500,0.242188,0.625000
0.234375,0.476562,0.238281,0.484375
0.125000,0.296875,0.250000,0.312500
0.125000,0.437500,0.187500,0.453125
0.218750,0.750000,0.234375,1.000000
0.000000,0.250000,0.125000,0.281250
0.000000,0.281250,0.125000,0.296875
0.000000,0.234375,0.125000,0.250000
0.000000,0.187500,0.125000,0.218750
0.000000,0.218750,0.125000,0.234375
0.000000,0.171875,0.125000,0.187500
0.593750,0.625000,0.625000,0.750000
0.375000,0.750000,0.500000,1.000000
0.281250,0.750000,0.296875,1.000000
0.593750,0.437500,0.625000,0.500000
0.562500,0.687500,0.593750,0.750000
0.500000,0.453125,0.562500,0.468750
0.312500,0.750000,0.375000,1.000000
0.625000,0.593750,0.687500,0.625000
0.296875,0.750000,0.312500,1.000000
0.500000,0.500000,0.562500,0.562500
0.562500,0.562500,0.593750,0.625000
0.500000,0.875000,0.562500,1.000000
0.562500,0.500000,0.593750,0.562500
0.687500,0.546875,0.750000,0.562500
0.375000,0.593750,0.500000,0.625000
0.500000,0.593750,0.562500,0.625000
0.312500,0.687500,0.375000,0.750000
0.273438,0.750000,0.281250,1.000000
0.562500,0.625000,0.593750,0.687500
0.562500,0.750000,0.593750,0.875000
0.593750,0.750000,0.625000,0.875000
0.500000,0.750000,0.562500,0.875000
0.437500,0.468750,0.500000,0.500000
0.312500,0.500000,0.375000,0.562500
0.312500,0.593750,0.375000,0.625000
0.296875,0.562500,0.312500,0.625000
0.500000,0.562500,0.562500,0.593750
0.312500,0.562500,0.375000,0.593750
0.296875,0.500000,0.312500,0.562500
0.281250,0.500000,0.296875,0.625000
0.273438,0.500000,0.281250,0.750000
0.375000,0.625000,0.500000,0.656250
0.500000,0.656250,0.562500,0.687500
0.500000,0.625000,0.562500,0.656250
0.312500,0.625000,0.375000,0.656250
0.296875,0.625000,0.312500,0.687500
0.375000,0.375000,0.500000,0.390625
0.234375,0.625000,0.242188,0.750000
0.375000,0.093750,0.500000,0.125000
0.500000,0.000000,1.000000,0.062500
0.500000,0.062500,1.000000,0.093750
0.125000,0.062500,0.250000,0.093750
0.250000,0.093750,0.375000,0.125000
0.250000,0.062500,0.375000,0.093750
0.000000,0.312500,0.250000,0.328125
0.121094,0.460938,0.125000,0.468750
0.687500,0.437500,0.750000,0.500000
0.687500,0.937500,0.750000,1.000000
0.625000,0.437500,0.687500,0.500000
0.593750,0.562500,0.625000,0.625000
0.750000,0.687500,0.812500,0.750000
0.625000,0.531250,0.687500,0.562500
0.687500,0.578125,0.750000,0.593750
0.687500,0.515625,0.750000,0.531250
0.937500,0.687500,1.000000,0.750000
0.687500,0.593750,0.750000,0.625000
0.812500,0.593750,0.875000,0.625000
0.750000,0.562500,1.000000,0.578125
0.687500,0.562500,0.750000,0.578125
0.625000,0.562500,0.687500,0.593750
0.593750,0.500000,0.625000,0.562500
0.937500,0.937500,1.000000,1.000000
0.687500,0.687500,0.750000,0.750000
0.812500,0.875000,0.875000,0.937500
0.812500,0.937500,0.875000,1.000000
0.687500,0.750000,0.750000,0.875000
0.937500,0.875000,1.000000,0.937500
0.937500,0.843750,1.000000,0.875000
0.687500,0.875000,0.750000,0.937500
0.437500,0.562500,0.500000,0.593750
0.812500,0.781250,0.875000,0.812500
0.750000,0.875000,0.812500,0.937500
0.750000,0.937500,0.812500,1.000000
0.750000,0.812500,0.812500,0.875000
0.875000,0.781250,1.000000,0.812500
0.812500,0.843750,0.875000,0.875000
0.750000,0.750000,0.812500,0.812500
0.875000,0.812500,1.000000,0.843750
0.812500,0.812500,0.875000,0.843750
0.937500,0.593750,1.000000,0.625000
0.812500,0.750000,0.875000,0.781250
0.875000,0.875000,0.937500,0.937500
0.875000,0.843750,0.937500,0.875000
0.875000,0.937500,0.937500,1.000000
0.875000,0.578125,1.000000,0.593750
0.750000,0.593750,0.812500,0.625000
0.750000,0.578125,0.875000,0.593750
0.750000,0.625000,0.812500,0.687500
0.687500,0.625000,0.750000,0.687500
0.812500,0.625000,0.875000,0.687500
0.937500,0.750000,1.000000,0.781250
0.875000,0.593750,0.937500,0.625000
0.875000,0.750000,0.937500,0.781250
0.875000,0.625000,0.937500,0.687500
0.937500,0.625000,1.000000,0.687500
0.750000,0.546875,1.000000,0.562500
0.750000,0.515625,1.000000,0.531250
0.750000,0.500000,1.000000,0.515625
0.687500,0.500000,0.750000,0.515625
0.625000,0.500000,0.687500,0.531250
0.750000,0.531250,1.000000,0.546875
0.687500,0.531250,0.750000,0.546875
0.375000,0.500000,0.437500,0.562500
0.375000,0.468750,0.437500,0.500000
0.375000,0.562500,0.437500,0.593750
0.625000,0.750000,0.656250,0.875000
0.625000,0.625000,0.656250,0.750000
0.625000,0.875000,0.656250,1.000000
0.125000,0.500000,0.187500,0.625000
0.187500,0.625000,0.218750,0.750000
0.187500,0.500000,0.218750,0.625000
0.117188,0.500000,0.125000,0.625000
0.109375,0.500000,0.117188,0.750000
0.187500,0.460938,0.218750,0.468750
0.187500,0.437500,0.218750,0.453125
0.125000,0.421875,0.187500,0.437500
0.750000,0.343750,1.000000,0.375000
0.187500,0.421875,0.218750,0.437500
0.125000,0.406250,0.187500,0.421875
0.123047,0.437500,0.125000,0.453125
0.250000,0.355469,0.500000,0.359375
0.234375,0.750000,0.242188,1.000000
0.257812,0.468750,0.265625,0.484375
0.253906,0.441406,0.257812,0.445312
0.265625,0.421875,0.281250,0.437500
0.265625,0.414062,0.281250,0.421875
0.265625,0.460938,0.281250,0.468750
0.250000,0.496094,0.265625,0.500000
0.000000,0.421875,0.062500,0.429688
0.562500,0.468750,0.593750,0.500000
0.250000,0.468750,0.257812,0.484375
0.281250,0.414062,0.312500,0.421875
0.242188,0.492188,0.244141,0.500000
0.062500,0.367188,0.125000,0.375000
0.265625,0.406250,0.281250,0.414062
0.281250,0.390625,0.312500,0.406250
0.312500,0.265625,0.375000,0.281250
0.250000,0.281250,0.312500,0.296875
0.250000,0.296875,0.375000,0.312500
0.117188,0.468750,0.121094,0.500000
0.109375,0.453125,0.117188,0.468750
0.093750,0.437500,0.109375,0.453125
0.062500,0.421875,0.093750,0.437500
0.000000,0.406250,0.062500,0.421875
0.117188,0.453125,0.121094,0.468750
0.109375,0.437500,0.117188,0.453125
0.093750,0.421875,0.109375,0.437500
0.062500,0.406250,0.093750,0.421875
0.000000,0.390625,0.062500,0.406250
0.117188,0.406250,0.125000,0.421875
0.218750,0.484375,0.234375,0.500000
0.031250,0.437500,0.062500,0.445312
0.156250,0.265625,0.187500,0.281250
0.000000,0.429688,0.031250,0.437500
0.265625,0.453125,0.281250,0.460938
0.257812,0.453125,0.265625,0.460938
0.039062,0.484375,0.046875,0.500000
0.125000,0.281250,0.187500,0.296875
0.250000,0.265625,0.312500,0.281250
0.187500,0.453125,0.218750,0.460938
0.218750,0.453125,0.234375,0.460938
0.265625,0.468750,0.273438,0.484375
0.125000,0.453125,0.187500,0.460938
0.093750,0.375000,0.125000,0.390625
0.250000,0.312500,0.375000,0.328125
0.281250,0.453125,0.296875,0.468750
0.246094,0.562500,0.247070,0.625000
0.250000,0.234375,0.312500,0.250000
0.246094,0.453125,0.250000,0.468750
0.244141,0.468750,0.246094,0.484375
0.312500,0.250000,0.375000,0.265625
0.246094,0.445312,0.250000,0.453125
0.000000,0.296875,0.125000,0.304688
0.250000,0.445312,0.253906,0.453125
0.000000,0.441406,0.031250,0.445312
0.171875,0.234375,0.187500,0.242188
0.247070,0.625000,0.248047,0.750000
0.244141,0.625000,0.246094,0.750000
0.234375,0.414062,0.250000,0.421875
0.046875,0.468750,0.054688,0.484375
0.039062,0.468750,0.046875,0.484375
0.281250,0.484375,0.296875,0.500000
0.244141,0.500000,0.246094,0.625000
0.257812,0.445312,0.265625,0.453125
0.248047,0.496094,0.250000,0.500000
0.242188,0.750000,0.246094,1.000000
0.218750,0.625000,0.234375,0.750000
0.242188,0.625000,0.244141,0.750000
0.250000,0.406250,0.265625,0.414062
0.250000,0.390625,0.281250,0.406250
0.250000,0.375000,0.312500,0.390625
0.250000,0.359375,0.375000,0.375000
0.253906,0.421875,0.257812,0.437500
0.281250,0.406250,0.312500,0.414062
0.253906,0.445312,0.257812,0.453125
0.257812,0.421875,0.265625,0.437500
0.250000,0.421875,0.253906,0.437500
0.250000,0.414062,0.257812,0.421875
0.265625,0.484375,0.273438,0.492188
0.273438,0.468750,0.281250,0.484375
0.250000,0.484375,0.265625,0.492188
0.125000,0.250000,0.156250,0.265625
0.248047,0.492188,0.250000,0.496094
0.125000,0.265625,0.156250,0.281250
0.000000,0.437500,0.031250,0.441406
0.244141,0.492188,0.246094,0.500000
0.125000,0.359375,0.250000,0.375000
0.240234,0.445312,0.242188,0.453125
0.234375,0.500000,0.242188,0.562500
0.218750,0.500000,0.234375,0.625000
0.242188,0.500000,0.244141,0.562500
0.242188,0.441406,0.250000,0.445312
0.218750,0.421875,0.234375,0.437500
0.187500,0.414062,0.218750,0.421875
0.265625,0.492188,0.273438,0.496094
0.273438,0.484375,0.281250,0.492188
0.281250,0.468750,0.296875,0.484375
0.250000,0.492188,0.265625,0.496094
0.247070,0.492188,0.248047,0.496094
0.242188,0.468750,0.244141,0.484375
0.242188,0.453125,0.246094,0.468750
0.244141,0.484375,0.246094,0.492188
0.242188,0.484375,0.244141,0.492188
0.250000,0.441406,0.253906,0.445312
0.248047,0.750000,0.250000,1.000000
0.187500,0.250000,0.250000,0.257812
0.156250,0.250000,0.187500,0.257812
0.312500,0.437500,0.375000,0.445312
0.375000,0.437500,0.500000,0.445312
0.500000,0.437500,0.562500,0.453125
0.562500,0.437500,0.593750,0.468750
0.250000,0.453125,0.253906,0.468750
0.117188,0.437500,0.121094,0.453125
0.109375,0.421875,0.117188,0.437500
0.093750,0.406250,0.109375,0.421875
0.062500,0.390625,0.093750,0.406250
0.000000,0.375000,0.062500,0.390625
0.250000,0.257812,0.312500,0.265625
0.273438,0.445312,0.281250,0.453125
0.273438,0.437500,0.281250,0.445312
0.242188,0.445312,0.246094,0.453125
0.250000,0.250000,0.312500,0.257812
0.000000,0.359375,0.125000,0.367188
0.247559,0.562500,0.248047,0.625000
0.247559,0.500000,0.248047,0.562500
0.246094,0.625000,0.247070,0.750000
0.246094,0.750000,0.248047,1.000000
0.250000,0.437500,0.253906,0.441406
0.253906,0.437500,0.257812,0.441406
0.187500,0.187500,0.250000,0.218750
0.000000,0.367188,0.062500,0.375000
0.248047,0.500000,0.250000,0.562500
0.250000,0.500000,0.265625,0.625000
0.240234,0.476562,0.242188,0.484375
0.125000,0.234375,0.156250,0.250000
0.187500,0.218750,0.250000,0.234375
0.125000,0.218750,0.156250,0.234375
0.125000,0.187500,0.187500,0.218750
0.257812,0.437500,0.265625,0.441406
0.218750,0.445312,0.234375,0.453125
0.242188,0.437500,0.250000,0.441406
0.187500,0.242188,0.250000,0.250000
0.281250,0.445312,0.296875,0.453125
0.000000,0.347656,0.250000,0.351562
0.247070,0.500000,0.247559,0.562500
0.246094,0.496094,0.247070,0.500000
0.247559,0.496094,0.248047,0.500000
0.247070,0.562500,0.247559,0.625000
0.246094,0.500000,0.247070,0.562500
0.281250,0.437500,0.296875,0.445312
0.000000,0.343750,0.250000,0.347656
0.250000,0.343750,0.500000,0.347656
0.500000,0.343750,0.625000,0.351562
0.625000,0.343750,0.750000,0.359375
0.750000,0.312500,1.000000,0.343750
0.218750,0.437500,0.234375,0.445312
0.265625,0.437500,0.273438,0.445312
0.265625,0.445312,0.273438,0.453125
0.247070,0.496094,0.247559,0.500000
0.246094,0.492188,0.247070,0.496094
0.246094,0.484375,0.248047,0.492188
0.234375,0.445312,0.238281,0.453125
0.234375,0.437500,0.238281,0.445312
0.234375,0.421875,0.242188,0.437500
0.218750,0.414062,0.234375,0.421875
0.187500,0.406250,0.218750,0.414062
0.125000,0.390625,0.187500,0.406250
0.125000,0.355469,0.250000,0.359375
0.171875,0.242188,0.187500,0.250000
0.187500,0.234375,0.250000,0.242188
0.238281,0.445312,0.240234,0.453125
0.234375,0.453125,0.238281,0.468750
0.125000,0.351562,0.250000,0.355469
0.239258,0.468750,0.240234,0.476562
0.121094,0.437500,0.123047,0.453125
0.117188,0.421875,0.121094,0.437500
0.109375,0.406250,0.117188,0.421875
0.093750,0.390625,0.109375,0.406250
0.062500,0.375000,0.093750,0.390625
0.121094,0.453125,0.123047,0.460938
0.240234,0.460938,0.242188,0.468750
0.234375,0.468750,0.238281,0.476562
0.218750,0.468750,0.234375,0.484375
0.234375,0.484375,0.238281,0.500000
0.000000,0.355469,0.125000,0.359375
0.000000,0.351562,0.125000,0.355469
0.238281,0.453125,0.239258,0.468750
0.240234,0.468750,0.242188,0.476562
0.238281,0.468750,0.239258,0.476562
0.238281,0.476562,0.240234,0.484375
0.250000,0.351562,0.500000,0.355469
0.156250,0.242188,0.171875,0.250000
0.156250,0.234375,0.171875,0.242188
0.240234,0.453125,0.242188,0.460938
0.239258,0.453125,0.240234,0.460938
0.239258,0.460938,0.240234,0.468750
